# Time, Spearman
0.000000000000000000e+00 nan
1.656666666666666643e+01 nan
3.320000000000000284e+01 -9.999999999999998890e-01
4.986666666666666714e+01 -1.000000000000000000e+00
6.645000000000000284e+01 -1.000000000000000000e+00
8.304999999999999716e+01 -9.999999999999998890e-01
9.963333333333333997e+01 -9.428571428571429491e-01
1.162333333333333343e+02 -8.571428571428573173e-01
1.328166666666666629e+02 -6.666666666666668517e-01
1.493833333333333258e+02 -7.666666666666667185e-01
1.717500000000000000e+02 -8.303030303030302095e-01
1.883499999999999943e+02 -8.727272727272729069e-01
2.050333333333333314e+02 -8.951048951048951041e-01
2.215999999999999943e+02 -9.010989010989010062e-01
2.386500000000000057e+02 -9.076923076923076872e-01
2.552333333333333201e+02 -8.892857142857141239e-01
2.718166666666666629e+02 -8.882352941176470118e-01
2.885166666666666515e+02 -8.848039215686275272e-01
3.051000000000000227e+02 -8.782249742002063986e-01
3.216666666666666856e+02 -8.824561403508770496e-01
3.432333333333333485e+02 -8.857142857142857872e-01
3.598166666666666629e+02 -9.012987012987013768e-01
3.763999999999999773e+02 -9.130434782608697342e-01
3.930000000000000000e+02 -9.219367588932807500e-01
4.095666666666666629e+02 -9.113043478260868246e-01
4.261666666666666856e+02 -9.184615384615385514e-01
4.427500000000000000e+02 -9.234188034188033356e-01
4.593333333333333144e+02 -9.279609279609279948e-01
4.759333333333333371e+02 -9.315818281335521700e-01
4.925333333333333599e+02 -9.344827586206895242e-01
5.139500000000000455e+02 -9.354838709677419928e-01
5.305499999999999545e+02 -9.415322580645161255e-01
5.471333333333333258e+02 -9.325513196480937905e-01
5.637166666666666970e+02 -9.338235294117648300e-01
5.802999999999999545e+02 -9.385790679908326828e-01
5.968666666666666742e+02 -9.327731092436974958e-01
6.134500000000000455e+02 -9.369369369369370260e-01
6.300333333333333030e+02 -9.329065908013274289e-01
6.466333333333333258e+02 -9.380676222781485496e-01
6.632000000000000455e+02 -9.319838056680161964e-01
6.846166666666666742e+02 -9.281425891181990240e-01
7.012000000000000455e+02 -9.332752613240419270e-01
7.177999999999999545e+02 -9.353374929098129398e-01
7.343666666666666742e+02 -9.368770764119599415e-01
7.509333333333332803e+02 -9.379844961240308976e-01
7.675333333333333030e+02 -9.386034255599471354e-01
7.841333333333333258e+02 -9.378353376503236749e-01
8.007833333333333030e+02 -9.377890841813135703e-01
8.173666666666666742e+02 -9.397524967433781296e-01
8.339666666666666970e+02 -9.377551020408161353e-01
8.553666666666666742e+02 -9.360384153661465145e-01
8.719833333333333485e+02 -9.397285067873302200e-01
8.885666666666667197e+02 -9.421155980534448027e-01
9.051666666666666288e+02 -9.366231253023704628e-01
9.219500000000000455e+02 -9.388603011244519569e-01
9.385499999999999545e+02 -9.408369408369410269e-01
9.551333333333333258e+02 -9.423786739576214266e-01
9.717166666666666970e+02 -9.449701840808920617e-01
9.883166666666667197e+02 -9.473376603402136054e-01
1.004916666666666629e+03 -9.482758620689657469e-01
1.026316666666666606e+03 -9.489858293970550029e-01
1.042933333333333394e+03 -9.514542570068745819e-01
1.059516666666666652e+03 -9.498375764901412222e-01
1.076116666666666561e+03 -9.492127496159754596e-01
1.092700000000000045e+03 -9.474816849816849462e-01
1.109283333333333303e+03 -9.496940559440558705e-01
1.125883333333333439e+03 -9.466026510802632021e-01
1.142466666666666697e+03 -9.432516561577143355e-01
1.159099999999999909e+03 -9.403748520822994283e-01
1.175683333333333394e+03 -9.366824990865911804e-01
1.197083333333333258e+03 -9.348088531187123129e-01
1.213683333333333394e+03 -9.371898054996645744e-01
1.230299999999999955e+03 -9.365554054923147520e-01
1.246900000000000091e+03 -9.340984820436878389e-01
1.263500000000000000e+03 -9.353128470936689087e-01
1.280299999999999955e+03 -9.358748221906116882e-01
1.296900000000000091e+03 -9.346821599453178919e-01
1.313516666666666652e+03 -9.344602765655396492e-01
1.330099999999999909e+03 -9.360133537348727106e-01
1.346716666666666697e+03 -9.361002921129503163e-01
1.368299999999999955e+03 -9.359353023909986469e-01
1.384933333333333394e+03 -9.382791327913277968e-01
1.401516666666666652e+03 -9.394216432124161686e-01
1.418116666666666561e+03 -9.410813987657947743e-01
1.434766666666666652e+03 -9.431001316189127071e-01
1.451349999999999909e+03 -9.444791870236466380e-01
1.467966666666666697e+03 -9.457144204915325369e-01
1.484599999999999909e+03 -9.468178173069911052e-01
1.501200000000000045e+03 -9.479412489873553227e-01
1.517816666666666606e+03 -9.489785495403474380e-01
1.539250000000000000e+03 -9.505124089393752751e-01
1.555849999999999909e+03 -9.521261347348303206e-01
1.572450000000000045e+03 -9.534855046776504750e-01
1.589049999999999955e+03 -9.547611232132731107e-01
1.605666666666666742e+03 -9.559151826030415355e-01
1.622266666666666652e+03 -9.569708846584547013e-01
1.638883333333333439e+03 -9.580303852414541188e-01
1.655483333333333348e+03 -9.587365874184724523e-01
1.672099999999999909e+03 -9.596554648101038865e-01
1.688700000000000045e+03 -9.604947433518861155e-01
1.710150000000000091e+03 -9.612841284128411656e-01
1.726766666666666652e+03 -9.624228305183458732e-01
1.743366666666666561e+03 -9.631441156679917404e-01
1.759983333333333348e+03 -9.638118877125160244e-01
1.776599999999999909e+03 -9.644297450122694126e-01
1.793250000000000000e+03 -9.645345220816918808e-01
1.809849999999999909e+03 -9.641585006423659676e-01
1.826450000000000045e+03 -9.634005368443738782e-01
1.843049999999999955e+03 -9.634932883668200221e-01
1.859650000000000091e+03 -9.638217032712446120e-01
1.881116666666666561e+03 -9.641683384802650636e-01
1.897716666666666697e+03 -9.651281151281151383e-01
1.914299999999999955e+03 -9.655072265691735378e-01
1.930916666666666742e+03 -9.661155100139731111e-01
1.947500000000000000e+03 -9.669751523865455223e-01
1.964116666666666561e+03 -9.674741576580131452e-01
1.980716666666666697e+03 -9.676161919040481285e-01
1.997333333333333258e+03 -9.683945510947264967e-01
2.013933333333333394e+03 -9.691036779770578757e-01
2.030533333333333303e+03 -9.688007406352372453e-01
